"","diff.fit","low","high","study","treat","bilat_0","age","se"
"12322",-0.187289824299998,-0.304559358198126,-0.0745793184561833,"McCormick","Antibiotics","Bilateral",2.04,-0.304559358198126
"12324",-0.0656527723325734,-0.197689274944989,0.0640877760385251,"McCormick","Antibiotics","Unilateral",2.06,-0.197689274944989
"12326",-0.185840090654391,-0.303081037348371,-0.0730323683794323,"McCormick","Antibiotics","Bilateral",2.08,-0.303081037348371
"12328",-0.0654822769096964,-0.197133722364742,0.0639314687323458,"McCormick","Antibiotics","Unilateral",2.1,-0.197133722364742
"12330",-0.184390503894064,-0.30164429118906,-0.0714464758360192,"McCormick","Antibiotics","Bilateral",2.12,-0.30164429118906
"12332",-0.0653082259152094,-0.196578433668743,0.06378342985505,"McCormick","Antibiotics","Unilateral",2.14,-0.196578433668743
"12334",-0.18294121746467,-0.300248355540402,-0.0698224219185056,"McCormick","Antibiotics","Bilateral",2.16,-0.300248355540402
"12336",-0.0651309778388896,-0.196024819329582,0.0636442856710929,"McCormick","Antibiotics","Unilateral",2.18,-0.196024819329582
"12338",-0.181492383825713,-0.298892415711283,-0.0681610406674275,"McCormick","Antibiotics","Bilateral",2.2,-0.298892415711283
"12340",-0.0649508826893802,-0.195474382118387,0.0635147785618187,"McCormick","Antibiotics","Unilateral",2.22,-0.195474382118387
"12342",-0.180044154412835,-0.29757561049134,-0.0664632153775466,"McCormick","Antibiotics","Bilateral",2.24,-0.29757561049134
"12344",-0.0647682817995948,-0.19492865790324,0.0633957016183193,"McCormick","Antibiotics","Unilateral",2.26,-0.19492865790324
"12346",-0.178596679602176,-0.296297036318853,-0.0647298747197054,"McCormick","Antibiotics","Bilateral",2.28,-0.296297036318853
"12348",-0.064583507739091,-0.194389219888583,0.0632879027529893,"McCormick","Antibiotics","Unilateral",2.3,-0.194389219888583
"12350",-0.177150108675684,-0.295055751561144,-0.0629619887379607,"McCormick","Antibiotics","Bilateral",2.32,-0.295055751561144
"12352",-0.0643968876126245,-0.193857642785062,0.0631922498814246,"McCormick","Antibiotics","Unilateral",2.34,-0.193857642785062
"12354",-0.175704589787985,-0.293850780851487,-0.0611605647777589,"McCormick","Antibiotics","Bilateral",2.36,-0.293850780851487
"12356",-0.0642087444567553,-0.193335350747913,0.0631094824350214,"McCormick","Antibiotics","Unilateral",2.38,-0.193335350747913
"12358",-0.174260269933153,-0.292681119447568,-0.0593266433789536,"McCormick","Antibiotics","Bilateral",2.4,-0.292681119447568
"12360",-0.0640193936755676,-0.19282354296874,0.0630401359978023,"McCormick","Antibiotics","Unilateral",2.42,-0.19282354296874
"12362",-0.17281729491155,-0.291545737593389,-0.0574612941517775,"McCormick","Antibiotics","Bilateral",2.44,-0.291545737593389
"12364",-0.0638291470485174,-0.192323185442591,0.0629845290683539,"McCormick","Antibiotics","Unilateral",2.46,-0.192323185442591
"12366",-0.171375809298418,-0.29044358482884,-0.0555656116926805,"McCormick","Antibiotics","Bilateral",2.48,-0.29044358482884
"12368",-0.0636383066741925,-0.191835001188845,0.0629427527082962,"McCormick","Antibiotics","Unilateral",2.5,-0.191835001188845
"12370",-0.169935956411138,-0.289373594234114,-0.0536407115500371,"McCormick","Antibiotics","Bilateral",2.52,-0.289373594234114
"12372",-0.0634471707428964,-0.191359645760821,0.0629148310477256,"McCormick","Antibiotics","Unilateral",2.54,-0.191359645760821
"12374",-0.16849787827842,-0.288334686558271,-0.0516877262901925,"McCormick","Antibiotics","Bilateral",2.56,-0.288334686558271
"12376",-0.0632560407797583,-0.190897640163741,0.0629006537557818,"McCormick","Antibiotics","Unilateral",2.58,-0.190897640163741
"12378",-0.167061715611911,-0.287325774187279,-0.0497078017143532,"McCormick","Antibiotics","Bilateral",2.6,-0.287325774187279
"12380",-0.0630652168664241,-0.190449302040176,0.0628999122128744,"McCormick","Antibiotics","Unilateral",2.62,-0.190449302040176
"12382",-0.165627607777895,-0.286345764959299,-0.0477020932132761,"McCormick","Antibiotics","Bilateral",2.64,-0.286345764959299
"12384",-0.0628749923889531,-0.190014771593624,0.0629121238976761,"McCormick","Antibiotics","Unilateral",2.66,-0.190014771593624
"12386",-0.164195692768322,-0.285393565813667,-0.0456717622720777,"McCormick","Antibiotics","Bilateral",2.68,-0.285393565813667
"12388",-0.0626856584705626,-0.189594139334921,0.0629367527431323,"McCormick","Antibiotics","Unilateral",2.7,-0.189594139334921
"12390",-0.162766107172849,-0.284468086237107,-0.0436179731615015,"McCormick","Antibiotics","Bilateral",2.72,-0.284468086237107
"12392",-0.0624975057499322,-0.18918743637652,0.0629732020562439,"McCormick","Antibiotics","Unilateral",2.74,-0.18918743637652
"12394",-0.16133898615321,-0.28356824149245,-0.0415418898362194,"McCormick","Antibiotics","Bilateral",2.76,-0.28356824149245
"12396",-0.0623108209581601,-0.188794643081876,0.0630208233855178,"McCormick","Antibiotics","Unilateral",2.78,-0.188794643081876
"12398",-0.159914463417334,-0.282692955637666,-0.0394446730265548,"McCormick","Antibiotics","Bilateral",2.8,-0.282692955637666
"12400",-0.0621258882946318,-0.188415717846966,0.0630789484701499,"McCormick","Antibiotics","Unilateral",2.82,-0.188415717846966
"12402",-0.158492671194886,-0.28184116431613,-0.0373274775451342,"McCormick","Antibiotics","Bilateral",2.84,-0.28184116431613
"12404",-0.0619429870543119,-0.188050608560875,0.0631468975059944,"McCormick","Antibiotics","Unilateral",2.86,-0.188050608560875
"12406",-0.157073740212981,-0.28101181733029,-0.0351914497956964,"McCormick","Antibiotics","Bilateral",2.88,-0.28101181733029
"12408",-0.0617623922170002,-0.187699334669867,0.0632240646986666,"McCormick","Antibiotics","Unilateral",2.9,-0.187699334669867
"12410",-0.15565779967238,-0.280203880984216,-0.0330377254963472,"McCormick","Antibiotics","Bilateral",2.92,-0.280203880984216
"12412",-0.0615843742177616,-0.187361985089973,0.0633099159584499,"McCormick","Antibiotics","Unilateral",2.94,-0.187361985089973
"12414",-0.154244977225381,-0.279416340205144,-0.0308674276130752,"McCormick","Antibiotics","Bilateral",2.96,-0.279416340205144
"12416",-0.0614091983021893,-0.187038790830539,0.0634040619894237,"McCormick","Antibiotics","Unilateral",2.98,-0.187038790830539
"12418",-0.152835398953187,-0.278648200446792,-0.0286816644933701,"McCormick","Antibiotics","Bilateral",3,-0.278648200446792
"12420",-0.0612371229831309,-0.186730109979724,0.0635062593803359,"McCormick","Antibiotics","Unilateral",3.02,-0.186730109979724
"12422",-0.151429189345627,-0.277898489366808,-0.0264815282145475,"McCormick","Antibiotics","Bilateral",3.04,-0.277898489366808
"12424",-0.0610684012862246,-0.186436340954275,0.0636163156396028,"McCormick","Antibiotics","Unilateral",3.06,-0.186436340954275
"12426",-0.150026471282765,-0.277166258309887,-0.0242680931180307,"McCormick","Antibiotics","Bilateral",3.08,-0.277166258309887
"12428",-0.06090328262736,-0.186158057986562,0.0637342067936227,"McCormick","Antibiotics","Unilateral",3.1,-0.186158057986562
"12430",-0.14862736601313,-0.276450583606991,-0.0220424145032809,"McCormick","Antibiotics","Bilateral",3.12,-0.276450583606991
"12432",-0.0607420058422499,-0.185896066439663,0.063860169783205,"McCormick","Antibiotics","Unilateral",3.14,-0.185896066439663
"12434",-0.147231993134826,-0.275750567666763,-0.019805527519572,"McCormick","Antibiotics","Bilateral",3.16,-0.275750567666763
"12436",-0.0605848022753316,-0.185651347486645,0.0639946357595716,"McCormick","Antibiotics","Unilateral",3.18,-0.185651347486645
"12438",-0.145840470578338,-0.275065339895368,-0.0175584462201863,"McCormick","Antibiotics","Bilateral",3.2,-0.275065339895368
"12440",-0.0604318889241467,-0.185425033528379,0.0641382314232734,"McCormick","Antibiotics","Unilateral",3.22,-0.185425033528379
"12442",-0.144452914589478,-0.274394057439611,-0.0153021627774939,"McCormick","Antibiotics","Bilateral",3.24,-0.274394057439611
"12444",-0.0602834743863982,-0.185218299853962,0.0642916516672818,"McCormick","Antibiotics","Unilateral",3.26,-0.185218299853962
"12446",-0.143069439715105,-0.273735905783891,-0.0130376468391823,"McCormick","Antibiotics","Bilateral",3.28,-0.273735905783891
"12448",-0.0601397576707113,-0.185032415740491,0.0644557103014785,"McCormick","Antibiotics","Unilateral",3.3,-0.185032415740491
"12450",-0.141690158785763,-0.273090099203077,-0.0107658450052627,"McCormick","Antibiotics","Bilateral",3.32,-0.273090099203077
"12452",-0.0600009163704601,-0.184868629928808,0.0646312666527572,"McCormick","Antibiotics","Unilateral",3.34,-0.184868629928808
"12454",-0.140315182902765,-0.27245588106712,-0.00848768045098222,"McCormick","Antibiotics","Bilateral",3.36,-0.27245588106712
"12456",-0.0598671186567485,-0.18472809018594,0.0648191054361121,"McCormick","Antibiotics","Unilateral",3.38,-0.18472809018594
"12458",-0.138944621425397,-0.271832524035356,-0.00620405264843579,"McCormick","Antibiotics","Bilateral",3.4,-0.271832524035356
"12460",-0.0597385186538985,-0.184611831453004,0.0650199362026338,"McCormick","Antibiotics","Unilateral",3.42,-0.184611831453004
"12462",-0.137578581957661,-0.271219330135666,-0.00391583718848593,"McCormick","Antibiotics","Bilateral",3.44,-0.271219330135666
"12464",-0.059615254502873,-0.184520720118347,0.0652343418269975,"McCormick","Antibiotics","Unilateral",3.46,-0.184520720118347
"12466",-0.136217170336935,-0.270615630739418,-0.00162388569975594,"McCormick","Antibiotics","Bilateral",3.48,-0.270615630739418
"12468",-0.0594974513632979,-0.184455427913062,0.0654627411508258,"McCormick","Antibiotics","Unilateral",3.5,-0.184455427913062
"12470",-0.134860490622987,-0.270020786446332,0.00067097415334183,"McCormick","Antibiotics","Bilateral",3.52,-0.270020786446332
"12472",-0.0593852153247581,-0.184416401389189,0.0657053735367168,"McCormick","Antibiotics","Unilateral",3.54,-0.184416401389189
"12474",-0.133508645087735,-0.269434186880461,0.00296793859383654,"McCormick","Antibiotics","Bilateral",3.56,-0.269434186880461
"12476",-0.0592786424952244,-0.184403827033346,0.0659622364799236,"McCormick","Antibiotics","Unilateral",3.58,-0.184403827033346
"12478",-0.132161734206889,-0.26885525041852,0.00526622759268461,"McCormick","Antibiotics","Bilateral",3.6,-0.26885525041852
"12480",-0.0591778228243797,-0.184417707836739,0.0662331480750903,"McCormick","Antibiotics","Unilateral",3.62,-0.184417707836739
"12482",-0.130819856650495,-0.268283423856202,0.00756508468196607,"McCormick","Antibiotics","Bilateral",3.64,-0.268283423856202
"12484",-0.0590828277958866,-0.184457884833353,0.066517801834169,"McCormick","Antibiotics","Unilateral",3.66,-0.184457884833353
"12486",-0.129483109275361,-0.267718182009086,0.00986377670762875,"McCormick","Antibiotics","Bilateral",3.68,-0.267718182009086
"12488",-0.0589937150825058,-0.184524101325829,0.0668158165882207,"McCormick","Antibiotics","Unilateral",3.7,-0.184524101325829
"12490",-0.128151587117591,-0.267159027263525,0.0121615935427964,"McCormick","Antibiotics","Bilateral",3.72,-0.267159027263525
"12492",-0.0589105118190081,-0.184615966140438,0.0671267493452126,"McCormick","Antibiotics","Unilateral",3.74,-0.184615966140438
"12494",-0.126825383386422,-0.266605489066951,0.0144578477460652,"McCormick","Antibiotics","Bilateral",3.76,-0.266605489066951
"12496",-0.058833236751648,-0.184732945526133,0.0674500234997234,"McCormick","Antibiotics","Unilateral",3.78,-0.184732945526133
"12498",-0.125504589459436,-0.266057123392842,0.0167518741983115,"McCormick","Antibiotics","Bilateral",3.8,-0.266057123392842
"12500",-0.0587618969114962,-0.184874440847834,0.0677850161385549,"McCormick","Antibiotics","Unilateral",3.82,-0.184874440847834
"12502",-0.124189294877572,-0.265513512171011,0.0190430297157825,"McCormick","Antibiotics","Bilateral",3.84,-0.265513512171011
"12504",-0.0586964844262842,-0.185039800155776,0.0681310805456796,"McCormick","Antibiotics","Unilateral",3.86,-0.185039800155776
"12506",-0.122879587341301,-0.264974262685343,0.0213306926341758,"McCormick","Antibiotics","Bilateral",3.88,-0.264974262685343
"12508",-0.0586369798601533,-0.18522836975832,0.0684875895706032,"McCormick","Antibiotics","Unilateral",3.9,-0.18522836975832
"12510",-0.121575552707347,-0.264439006948239,0.0236142623768886,"McCormick","Antibiotics","Bilateral",3.92,-0.264439006948239
"12512",-0.0585833503863202,-0.185439481633815,0.068853932338663,"McCormick","Antibiotics","Unilateral",3.94,-0.185439481633815
"12514",-0.120277274985998,-0.263907401049454,0.0258931590019454,"McCormick","Antibiotics","Bilateral",3.96,-0.263907401049454
"12516",-0.0585355550507755,-0.185672456594775,0.069229501833242,"McCormick","Antibiotics","Unilateral",3.98,-0.185672456594775
"12518",-0.11898483633929,-0.263379124493352,0.02816682274135,"McCormick","Antibiotics","Bilateral",4,-0.263379124493352
"12520",-0.0584935474384776,-0.185926657308723,0.0696137383013349,"McCormick","Antibiotics","Unilateral",4.02,-0.185926657308723
"12522",-0.117698317080258,-0.262853879529373,0.0304347135374571,"McCormick","Antibiotics","Bilateral",4.04,-0.262853879529373
"12524",-0.058457274546157,-0.186201560036121,0.0700062063397091,"McCormick","Antibiotics","Unilateral",4.06,-0.186201560036121
"12526",-0.116417795673046,-0.262331390473543,0.0326963105741311,"McCormick","Antibiotics","Bilateral",4.08,-0.262331390473543
"12528",-0.058426676593974,-0.186496806373671,0.0704066582499286,"McCormick","Antibiotics","Unilateral",4.1,-0.186496806373671
"12530",-0.115143348733308,-0.261811403015364,0.0349511117985697,"McCormick","Antibiotics","Bilateral",4.12,-0.261811403015364
"12532",-0.0584016879128537,-0.186812176045218,0.0708150015038247,"McCormick","Antibiotics","Unilateral",4.14,-0.186812176045218
"12534",-0.11387505102919,-0.261293683523165,0.0371986334421539,"McCormick","Antibiotics","Bilateral",4.16,-0.261293683523165
"12536",-0.0583822400642215,-0.187147645336437,0.0712313529112167,"McCormick","Antibiotics","Unilateral",4.18,-0.187147645336437
"12538",-0.112612975483662,-0.260778018348969,0.0394384095443958,"McCormick","Antibiotics","Bilateral",4.2,-0.260778018348969
"12540",-0.0583682640000769,-0.187503352129992,0.0716560055867611,"McCormick","Antibiotics","Unilateral",4.22,-0.187503352129992
"12542",-0.111357193176565,-0.260264213127135,0.0416699914731312,"McCormick","Antibiotics","Bilateral",4.24,-0.260264213127135
"12544",-0.0583596923982232,-0.187879569856571,0.0720893948595547,"McCormick","Antibiotics","Unilateral",4.26,-0.187879569856571
"12546",-0.110107773347666,-0.25975209207728,0.0438929474503052,"McCormick","Antibiotics","Bilateral",4.28,-0.25975209207728
"12548",-0.0583564620296348,-0.188276663388896,0.072532049155845,"McCormick","Antibiotics","Unilateral",4.3,-0.188276663388896
"12550",-0.108864783400104,-0.259241497309839,0.0461068620818091,"McCormick","Antibiotics","Bilateral",4.32,-0.259241497309839
"12552",-0.0583585156865721,-0.188695042488054,0.0729845371560393,"McCormick","Antibiotics","Unilateral",4.34,-0.188695042488054
"12554",-0.107628288904456,-0.258732288137725,0.0483113358941301,"McCormick","Antibiotics","Bilateral",4.36,-0.258732288137725
"12556",-0.0583658047596519,-0.189135124645224,0.073447422942667,"McCormick","Antibiotics","Unilateral",4.38,-0.189135124645224
"12558",-0.106398353603515,-0.258224340394256,0.0505059848780751,"McCormick","Antibiotics","Bilateral",4.4,-0.258224340394256
"12560",-0.0583782901538231,-0.189597256954746,0.073921184774624,"McCormick","Antibiotics","Unilateral",4.42,-0.189597256954746
"12562",-0.105175039416908,-0.257717545758341,0.0526904400399589,"McCormick","Antibiotics","Bilateral",4.44,-0.257717545758341
"12564",-0.0583959331523173,-0.190081719003463,0.0744062209111755,"McCormick","Antibiotics","Unilateral",4.46,-0.190081719003463
"12566",-0.103958406448065,-0.257211811099764,0.0548643469696384,"McCormick","Antibiotics","Bilateral",4.48,-0.257211811099764
"12568",-0.0584187090885939,-0.19058878244807,0.0749028871492575,"McCormick","Antibiotics","Unilateral",4.5,-0.19058878244807
"12570",-0.102748512991519,-0.256707057829674,0.0570273654146941,"McCormick","Antibiotics","Bilateral",4.52,-0.256707057829674
"12572",-0.058446617715812,-0.191118686826152,0.0754114572903508,"McCormick","Antibiotics","Unilateral",4.54,-0.191118686826152
"12574",-0.101545415539507,-0.256203221254115,0.0591791688590289,"McCormick","Antibiotics","Bilateral",4.56,-0.256203221254115
"12576",-0.0584796759122392,-0.191671545327983,0.0759320389952734,"McCormick","Antibiotics","Unilateral",4.58,-0.191671545327983
"12578",-0.100349168788604,-0.255700249940158,0.0613194441123012,"McCormick","Antibiotics","Bilateral",4.6,-0.255700249940158
"12580",-0.0585179103517894,-0.192247332176667,0.0764645677213537,"McCormick","Antibiotics","Unilateral",4.62,-0.192247332176667
"12582",-0.099159825648078,-0.255198105099575,0.063447890913844,"McCormick","Antibiotics","Bilateral",4.64,-0.255198105099575
"12584",-0.0585613584906071,-0.192845890303173,0.077008811362941,"McCormick","Antibiotics","Unilateral",4.66,-0.192845890303173
"12586",-0.0979774372486437,-0.254696759984949,0.0655642215471471,"McCormick","Antibiotics","Bilateral",4.68,-0.254696759984949
"12588",-0.0586100703418112,-0.19346695478521,0.077564389811575,"McCormick","Antibiotics","Unilateral",4.7,-0.19346695478521
"12590",-0.0968020529518142,-0.254196199298789,0.0676681604651569,"McCormick","Antibiotics","Bilateral",4.72,-0.254196199298789
"12592",-0.0586641024850227,-0.194110186328715,0.0781308143716808,"McCormick","Antibiotics","Unilateral",4.74,-0.194110186328715
"12594",-0.0956337203600904,-0.253696418619207,0.0697594439286512,"McCormick","Antibiotics","Bilateral",4.76,-0.253696418619207
"12596",-0.0587235315737787,-0.194775258198031,0.0787075549541116,"McCormick","Antibiotics","Unilateral",4.78,-0.194775258198031
"12598",-0.0944724853275097,-0.25319742383474,0.0718378196526706,"McCormick","Antibiotics","Bilateral",4.8,-0.25319742383474
